backend,mode,case_id,family,repeat,expected,predicted,status,elapsed_ms,review,request_sha256
jev,choice,conditional-05,conditional,1,valuable,valuable,ok,238.66483301389962,,70fb063b3552fb01866b596d1ea49cc605b53ecaf61a3a94a0e6eb254a6749e5
jev,choice,conditional-05,conditional,2,valuable,valuable,ok,257.78020900906995,,70fb063b3552fb01866b596d1ea49cc605b53ecaf61a3a94a0e6eb254a6749e5
jev,choice,conditional-06,conditional,0,valuable,valuable,ok,266.21749997138977,,6afe953792848fba379f3f025101c75b28e64bd8a8df9d88df8f6dc512bcd162
jev,choice,conditional-06,conditional,1,valuable,valuable,ok,268.9889580360614,,6afe953792848fba379f3f025101c75b28e64bd8a8df9d88df8f6dc512bcd162
jev,choice,conditional-06,conditional,2,valuable,valuable,ok,245.71454100077972,,6afe953792848fba379f3f025101c75b28e64bd8a8df9d88df8f6dc512bcd162
jev,choice,conditional-07,conditional,0,noise,noise,ok,243.77674999414012,,6b3932788fb340372fd059dfe591dfdd83598f5cd7c8106653def6843b9afd43
jev,choice,conditional-07,conditional,1,noise,noise,ok,317.68158299382776,,6b3932788fb340372fd059dfe591dfdd83598f5cd7c8106653def6843b9afd43
jev,choice,conditional-07,conditional,2,noise,noise,ok,238.36258298251778,,6b3932788fb340372fd059dfe591dfdd83598f5cd7c8106653def6843b9afd43
jev,choice,conditional-08,conditional,0,noise,noise,ok,228.68437500437722,,8b570638ad1f752eba0cb43f6ee3a03ded4a6801455b72de73d95deb61002dae
jev,choice,conditional-08,conditional,1,noise,noise,ok,287.4569999985397,,8b570638ad1f752eba0cb43f6ee3a03ded4a6801455b72de73d95deb61002dae
jev,choice,conditional-08,conditional,2,noise,noise,ok,248.67825000546873,,8b570638ad1f752eba0cb43f6ee3a03ded4a6801455b72de73d95deb61002dae
jev,choice,cross_chat-01,cross_chat,0,urgent,urgent,ok,246.93483399460092,,1f13c071e9ab48bf3ce74b796432d60f2a2d0cca9794208c11418708ee1a9b66
jev,choice,cross_chat-01,cross_chat,1,urgent,urgent,ok,250.69429096765816,,1f13c071e9ab48bf3ce74b796432d60f2a2d0cca9794208c11418708ee1a9b66
jev,choice,cross_chat-01,cross_chat,2,urgent,urgent,ok,236.83379095746204,,1f13c071e9ab48bf3ce74b796432d60f2a2d0cca9794208c11418708ee1a9b66
jev,choice,cross_chat-02,cross_chat,0,urgent,urgent,ok,265.86625003255904,,c81a0b894a8e9049d13e8fbddfd3d9850ae1575c15898c30502ab400a5135418
jev,choice,cross_chat-02,cross_chat,1,urgent,urgent,ok,284.858750004787,,c81a0b894a8e9049d13e8fbddfd3d9850ae1575c15898c30502ab400a5135418
jev,choice,cross_chat-02,cross_chat,2,urgent,urgent,ok,232.66712500480935,,c81a0b894a8e9049d13e8fbddfd3d9850ae1575c15898c30502ab400a5135418
jev,choice,cross_chat-03,cross_chat,0,todo,todo,ok,235.96333398018032,,181c2544c4771a05fb689f0752c61153fda258bec766a234e26df18949676149
jev,choice,cross_chat-03,cross_chat,1,todo,todo,ok,251.42995797796175,,181c2544c4771a05fb689f0752c61153fda258bec766a234e26df18949676149
jev,choice,cross_chat-03,cross_chat,2,todo,noise,ok,279.11299996776506,,181c2544c4771a05fb689f0752c61153fda258bec766a234e26df18949676149
jev,choice,cross_chat-04,cross_chat,0,todo,todo,ok,215.88100004009902,,5d3ee9b1fafcb1c9e6391d50de4b5d9b856126e9ab9fa7f4f59a1689e57d2326
jev,choice,cross_chat-04,cross_chat,1,todo,todo,ok,245.73500000406057,,5d3ee9b1fafcb1c9e6391d50de4b5d9b856126e9ab9fa7f4f59a1689e57d2326
jev,choice,cross_chat-04,cross_chat,2,todo,todo,ok,235.4939579963684,,5d3ee9b1fafcb1c9e6391d50de4b5d9b856126e9ab9fa7f4f59a1689e57d2326
jev,choice,cross_chat-05,cross_chat,0,valuable,valuable,ok,227.66579099697992,,a5eb99edf38428141ce8ff74e9f6553b1659d6774d6a5ea34677643a0cb8686f
jev,choice,cross_chat-05,cross_chat,1,valuable,valuable,ok,245.8652079803869,,a5eb99edf38428141ce8ff74e9f6553b1659d6774d6a5ea34677643a0cb8686f
jev,choice,cross_chat-05,cross_chat,2,valuable,valuable,ok,287.05320903100073,,a5eb99edf38428141ce8ff74e9f6553b1659d6774d6a5ea34677643a0cb8686f
jev,choice,cross_chat-06,cross_chat,0,valuable,valuable,ok,346.3442079955712,,1c21051371eae004b447177a2044de7cfc6318b205987e3b19622de076dafa78
jev,choice,cross_chat-06,cross_chat,1,valuable,valuable,ok,230.56308302329853,,1c21051371eae004b447177a2044de7cfc6318b205987e3b19622de076dafa78
jev,choice,cross_chat-06,cross_chat,2,valuable,valuable,ok,242.64608300291002,,1c21051371eae004b447177a2044de7cfc6318b205987e3b19622de076dafa78
jev,choice,cross_chat-07,cross_chat,0,noise,noise,ok,260.85204095579684,,41bafdc9de25591f501d0ce0f5f9648f7eea197caaaeae0394e97841dd235ba5
jev,choice,cross_chat-07,cross_chat,1,noise,noise,ok,276.4147919951938,,41bafdc9de25591f501d0ce0f5f9648f7eea197caaaeae0394e97841dd235ba5
jev,choice,cross_chat-07,cross_chat,2,noise,noise,ok,257.77120899874717,,41bafdc9de25591f501d0ce0f5f9648f7eea197caaaeae0394e97841dd235ba5
jev,choice,cross_chat-08,cross_chat,0,noise,noise,ok,237.54354199627414,,a5b254746ae2a6f5b4f036fdd2f1f3f044df2accf88199e968a9f7f0c780748c
jev,choice,cross_chat-08,cross_chat,1,noise,noise,ok,258.6668749572709,,a5b254746ae2a6f5b4f036fdd2f1f3f044df2accf88199e968a9f7f0c780748c
jev,choice,cross_chat-08,cross_chat,2,noise,noise,ok,243.18383302306756,,a5b254746ae2a6f5b4f036fdd2f1f3f044df2accf88199e968a9f7f0c780748c
jev,choice,knowledge-01,knowledge,0,urgent,urgent,ok,244.67641703085974,,39d00fdec8595caacf199b3ac3623d42393e8e8a6a5ee4c96207007ec7bdd838
jev,choice,knowledge-01,knowledge,1,urgent,urgent,ok,221.72712499741465,,39d00fdec8595caacf199b3ac3623d42393e8e8a6a5ee4c96207007ec7bdd838
jev,choice,knowledge-01,knowledge,2,urgent,urgent,ok,240.2258329675533,,39d00fdec8595caacf199b3ac3623d42393e8e8a6a5ee4c96207007ec7bdd838
jev,choice,knowledge-02,knowledge,0,urgent,urgent,ok,248.2874169945717,,7d96c3bcbecaacd65a2f8d87b7344b68c95ac6d120d7a5ea958a93557a9b6d29
jev,choice,knowledge-02,knowledge,1,urgent,urgent,ok,273.3678329968825,,7d96c3bcbecaacd65a2f8d87b7344b68c95ac6d120d7a5ea958a93557a9b6d29
jev,choice,knowledge-02,knowledge,2,urgent,urgent,ok,282.1659999899566,,7d96c3bcbecaacd65a2f8d87b7344b68c95ac6d120d7a5ea958a93557a9b6d29
jev,choice,knowledge-03,knowledge,0,todo,todo,ok,238.12983301468194,,5a80f4f5a76930726df0ab3457ed2782f2cccb65f812a6c2d0cf9ec04b212b01
jev,choice,knowledge-03,knowledge,1,todo,todo,ok,226.82966600405052,,5a80f4f5a76930726df0ab3457ed2782f2cccb65f812a6c2d0cf9ec04b212b01
jev,choice,knowledge-03,knowledge,2,todo,todo,ok,253.2332920236513,,5a80f4f5a76930726df0ab3457ed2782f2cccb65f812a6c2d0cf9ec04b212b01
jev,choice,knowledge-04,knowledge,0,todo,todo,ok,235.6830000062473,,063cbdceb06b701deb7710f987f42ef7d7a9d02fd029487803edba7de088e388
jev,choice,knowledge-04,knowledge,1,todo,todo,ok,255.29420899692923,,063cbdceb06b701deb7710f987f42ef7d7a9d02fd029487803edba7de088e388
jev,choice,knowledge-04,knowledge,2,todo,todo,ok,220.65020800800994,,063cbdceb06b701deb7710f987f42ef7d7a9d02fd029487803edba7de088e388
jev,choice,knowledge-05,knowledge,0,valuable,valuable,ok,226.91704099997878,,d69b5ae2fe727a8411665d1f679be6cb5b1adc65dd3e38af90763b830694e577
jev,choice,knowledge-05,knowledge,1,valuable,valuable,ok,460.0839159684256,,d69b5ae2fe727a8411665d1f679be6cb5b1adc65dd3e38af90763b830694e577
jev,choice,knowledge-05,knowledge,2,valuable,valuable,ok,230.04237498389557,,d69b5ae2fe727a8411665d1f679be6cb5b1adc65dd3e38af90763b830694e577
jev,choice,knowledge-06,knowledge,0,valuable,valuable,ok,268.0581249878742,,5cbf090356cfe9ec2fd80e513c6b23babf0e88912446df5ac0ed371c0de23902
jev,choice,knowledge-06,knowledge,1,valuable,valuable,ok,222.14541700668633,,5cbf090356cfe9ec2fd80e513c6b23babf0e88912446df5ac0ed371c0de23902
jev,choice,knowledge-06,knowledge,2,valuable,valuable,ok,283.5961249656975,,5cbf090356cfe9ec2fd80e513c6b23babf0e88912446df5ac0ed371c0de23902
jev,choice,knowledge-07,knowledge,0,noise,noise,ok,256.9030839949846,,ea48cf5f8428b239b79b464c28cd910ff463e22f3a32dc5bc6b7ccd264c94811
jev,choice,knowledge-07,knowledge,1,noise,noise,ok,282.27633400820196,,ea48cf5f8428b239b79b464c28cd910ff463e22f3a32dc5bc6b7ccd264c94811
jev,choice,knowledge-07,knowledge,2,noise,noise,ok,258.1626250175759,,ea48cf5f8428b239b79b464c28cd910ff463e22f3a32dc5bc6b7ccd264c94811
jev,choice,knowledge-08,knowledge,0,noise,noise,ok,287.1346249594353,,a537c698171445dd82b62f9631276e17a0b1ffd8761d99504bfee1a98275eec0
jev,choice,knowledge-08,knowledge,1,noise,noise,ok,223.63887500250712,,a537c698171445dd82b62f9631276e17a0b1ffd8761d99504bfee1a98275eec0
jev,choice,knowledge-08,knowledge,2,noise,noise,ok,227.88274998310953,,a537c698171445dd82b62f9631276e17a0b1ffd8761d99504bfee1a98275eec0
jev,choice,lifecycle-01,lifecycle,0,urgent,urgent,ok,224.23737501958385,,561564e0abfef4ef78e1be6cca6f552bd84cc16e0bf4322367121395f7f1af46
jev,choice,lifecycle-01,lifecycle,1,urgent,urgent,ok,252.78091698419303,,561564e0abfef4ef78e1be6cca6f552bd84cc16e0bf4322367121395f7f1af46
jev,choice,lifecycle-01,lifecycle,2,urgent,urgent,ok,263.35941697470844,,561564e0abfef4ef78e1be6cca6f552bd84cc16e0bf4322367121395f7f1af46
jev,choice,lifecycle-02,lifecycle,0,urgent,urgent,ok,260.1384590379894,,63e873588459a081a999e179597ff926b2e1e652824d1eafdfe4d1a6d6a9132c
jev,choice,lifecycle-02,lifecycle,1,urgent,urgent,ok,254.56274999305606,,63e873588459a081a999e179597ff926b2e1e652824d1eafdfe4d1a6d6a9132c
jev,choice,lifecycle-02,lifecycle,2,urgent,urgent,ok,399.45891697425395,,63e873588459a081a999e179597ff926b2e1e652824d1eafdfe4d1a6d6a9132c
jev,choice,lifecycle-03,lifecycle,0,todo,todo,ok,387.56412494694814,,6b9c5c63437899e7f629df757c701e85c42864b681f99c2ae638f4f3b66d9bac
jev,choice,lifecycle-03,lifecycle,1,todo,todo,ok,253.744000045117,,6b9c5c63437899e7f629df757c701e85c42864b681f99c2ae638f4f3b66d9bac
jev,choice,lifecycle-03,lifecycle,2,todo,todo,ok,272.62429194524884,,6b9c5c63437899e7f629df757c701e85c42864b681f99c2ae638f4f3b66d9bac
jev,choice,lifecycle-04,lifecycle,0,todo,todo,ok,263.936375034973,,a1928bc48fa0aebdc19c46fec41911d52ae6b8ec4927ab90d69ff20e920ded24
jev,choice,lifecycle-04,lifecycle,1,todo,todo,ok,254.55533404601738,,a1928bc48fa0aebdc19c46fec41911d52ae6b8ec4927ab90d69ff20e920ded24
jev,choice,lifecycle-04,lifecycle,2,todo,todo,ok,241.83729098876938,,a1928bc48fa0aebdc19c46fec41911d52ae6b8ec4927ab90d69ff20e920ded24
jev,choice,lifecycle-05,lifecycle,0,valuable,valuable,ok,266.18458301527426,,e0fd4155dea38e472a372223af9bb719c16343fca777dbe665751ab8cc0a588f
jev,choice,lifecycle-05,lifecycle,1,valuable,valuable,ok,248.71325003914535,,e0fd4155dea38e472a372223af9bb719c16343fca777dbe665751ab8cc0a588f
jev,choice,lifecycle-05,lifecycle,2,valuable,valuable,ok,220.99691699258983,,e0fd4155dea38e472a372223af9bb719c16343fca777dbe665751ab8cc0a588f
jev,choice,lifecycle-06,lifecycle,0,valuable,valuable,ok,249.43554197670892,,6bdea99a3343448b6a49838889fe9890d86b18c1d02589d5c9fa9c9d0b8d6d9d
jev,choice,lifecycle-06,lifecycle,1,valuable,valuable,ok,232.56866697920486,,6bdea99a3343448b6a49838889fe9890d86b18c1d02589d5c9fa9c9d0b8d6d9d
jev,choice,lifecycle-06,lifecycle,2,valuable,valuable,ok,302.84562503220513,,6bdea99a3343448b6a49838889fe9890d86b18c1d02589d5c9fa9c9d0b8d6d9d
jev,choice,lifecycle-07,lifecycle,0,noise,noise,ok,270.9434170392342,,3b565a8c68e6478b79d0e2eb39930785783d20539c69994173a3c1318f62e8be
jev,choice,lifecycle-07,lifecycle,1,noise,noise,ok,279.2822920018807,,3b565a8c68e6478b79d0e2eb39930785783d20539c69994173a3c1318f62e8be
jev,choice,lifecycle-07,lifecycle,2,noise,noise,ok,265.1726250187494,,3b565a8c68e6478b79d0e2eb39930785783d20539c69994173a3c1318f62e8be
jev,choice,lifecycle-08,lifecycle,0,noise,noise,ok,227.7751660440117,,6b48996bed99bb14456182ba91803465b1a58831199d100b05b08f82f6e67c75
jev,choice,lifecycle-08,lifecycle,1,noise,noise,ok,254.98958298703656,,6b48996bed99bb14456182ba91803465b1a58831199d100b05b08f82f6e67c75
jev,choice,lifecycle-08,lifecycle,2,noise,noise,ok,258.58308299211785,,6b48996bed99bb14456182ba91803465b1a58831199d100b05b08f82f6e67c75
jev,choice,ownership-01,ownership,0,urgent,urgent,ok,245.2390409889631,,f23c586bb098cb6371d703de081f98646ab438906a76ee0d12c0cdab1d82cfaf
jev,choice,ownership-01,ownership,1,urgent,urgent,ok,239.03566697845235,,f23c586bb098cb6371d703de081f98646ab438906a76ee0d12c0cdab1d82cfaf
jev,choice,ownership-01,ownership,2,urgent,urgent,ok,324.30670800385997,,f23c586bb098cb6371d703de081f98646ab438906a76ee0d12c0cdab1d82cfaf
jev,choice,ownership-02,ownership,0,urgent,urgent,ok,222.72120899287984,,155d36d4adc2d065648eb63c535c55a2d13e73e5b21d9c15e4fdbca70e543438
jev,choice,ownership-02,ownership,1,urgent,urgent,ok,240.50895898835734,,155d36d4adc2d065648eb63c535c55a2d13e73e5b21d9c15e4fdbca70e543438
jev,choice,ownership-02,ownership,2,urgent,urgent,ok,226.77441604901105,,155d36d4adc2d065648eb63c535c55a2d13e73e5b21d9c15e4fdbca70e543438
jev,choice,ownership-03,ownership,0,todo,todo,ok,243.50550002418458,,1df249a9225212a1c5cc1b8d4e9c697236d5d27ba5d6af55b26f39788e94c18b
jev,choice,ownership-03,ownership,1,todo,todo,ok,319.147833972238,,1df249a9225212a1c5cc1b8d4e9c697236d5d27ba5d6af55b26f39788e94c18b
jev,choice,ownership-03,ownership,2,todo,todo,ok,250.19329198403284,,1df249a9225212a1c5cc1b8d4e9c697236d5d27ba5d6af55b26f39788e94c18b
jev,choice,ownership-04,ownership,0,todo,todo,ok,236.80558399064466,,d76da096c0da31b57903542beb8fd331545df48371b804f33420c7c90f685480
jev,choice,ownership-04,ownership,1,todo,todo,ok,247.75029200827703,,d76da096c0da31b57903542beb8fd331545df48371b804f33420c7c90f685480
jev,choice,ownership-04,ownership,2,todo,todo,ok,230.64562503714114,,d76da096c0da31b57903542beb8fd331545df48371b804f33420c7c90f685480
jev,choice,ownership-05,ownership,0,valuable,valuable,ok,260.79883403144777,,fba8384004987d7300585147f244f5ed43c9cf27ac578ce3457ff608d48e0f32
jev,choice,ownership-05,ownership,1,valuable,valuable,ok,229.57183298422024,,fba8384004987d7300585147f244f5ed43c9cf27ac578ce3457ff608d48e0f32
jev,choice,ownership-05,ownership,2,valuable,valuable,ok,237.76470799930394,,fba8384004987d7300585147f244f5ed43c9cf27ac578ce3457ff608d48e0f32
jev,choice,ownership-06,ownership,0,valuable,valuable,ok,254.3348339968361,,f377d1c77e69f9898eab06854763b234e42d22b208a5bead0f86d98c17111971
jev,choice,ownership-06,ownership,1,valuable,valuable,ok,257.4532909784466,,f377d1c77e69f9898eab06854763b234e42d22b208a5bead0f86d98c17111971
jev,choice,ownership-06,ownership,2,valuable,valuable,ok,245.18095899838954,,f377d1c77e69f9898eab06854763b234e42d22b208a5bead0f86d98c17111971
jev,choice,ownership-07,ownership,0,noise,noise,ok,245.34850002964959,,9d5f1a561bdfdf7f2324374f440133f1924ea31bf563af7cbd711e5a4e3b8c02
jev,choice,ownership-07,ownership,1,noise,noise,ok,236.63637501886114,,9d5f1a561bdfdf7f2324374f440133f1924ea31bf563af7cbd711e5a4e3b8c02
jev,choice,ownership-07,ownership,2,noise,noise,ok,265.832707984373,,9d5f1a561bdfdf7f2324374f440133f1924ea31bf563af7cbd711e5a4e3b8c02
jev,choice,ownership-08,ownership,0,noise,noise,ok,289.46562501369044,,e16a32a5c1ef4e140f3d12e34d970d467dc8776f9d3021ae1b94ee62543db428
jev,choice,ownership-08,ownership,1,noise,noise,ok,257.511458999943,,e16a32a5c1ef4e140f3d12e34d970d467dc8776f9d3021ae1b94ee62543db428
jev,choice,ownership-08,ownership,2,noise,noise,ok,336.3530829665251,,e16a32a5c1ef4e140f3d12e34d970d467dc8776f9d3021ae1b94ee62543db428
jev,choice,thread_context-01,thread_context,0,urgent,urgent,ok,292.91729198303074,,df1c89cba0af74f53cf7758bd9436151dd48dccab0a757c383642e19e641a318
jev,choice,thread_context-01,thread_context,1,urgent,urgent,ok,249.90691704442725,,df1c89cba0af74f53cf7758bd9436151dd48dccab0a757c383642e19e641a318
jev,choice,thread_context-01,thread_context,2,urgent,urgent,ok,224.03383400524035,,df1c89cba0af74f53cf7758bd9436151dd48dccab0a757c383642e19e641a318
jev,choice,thread_context-02,thread_context,0,urgent,urgent,ok,250.09695801418275,,ded3c18a081df442afb9c9b3534df4d25befbd3b404f39c1a88f6cabc99892a7
jev,choice,thread_context-02,thread_context,1,urgent,urgent,ok,258.2330830045976,,ded3c18a081df442afb9c9b3534df4d25befbd3b404f39c1a88f6cabc99892a7
jev,choice,thread_context-02,thread_context,2,urgent,urgent,ok,235.46100000385195,,ded3c18a081df442afb9c9b3534df4d25befbd3b404f39c1a88f6cabc99892a7
jev,choice,thread_context-03,thread_context,0,todo,todo,ok,246.4682919671759,,4c9253a7b47e62906c63c3d480a3db544d3c8d496b533f0a9207e00818dcd853
jev,choice,thread_context-03,thread_context,1,todo,todo,ok,272.19325001351535,,4c9253a7b47e62906c63c3d480a3db544d3c8d496b533f0a9207e00818dcd853
jev,choice,thread_context-03,thread_context,2,todo,todo,ok,239.0410410007462,,4c9253a7b47e62906c63c3d480a3db544d3c8d496b533f0a9207e00818dcd853
jev,choice,thread_context-04,thread_context,0,todo,todo,ok,242.06395901273936,,027213fe0a6a0f1fb7576b6ff9f51ec427bcc605381f267b8b5c474cd0d6eeba
jev,choice,thread_context-04,thread_context,1,todo,todo,ok,346.7558749835007,,027213fe0a6a0f1fb7576b6ff9f51ec427bcc605381f267b8b5c474cd0d6eeba
jev,choice,thread_context-04,thread_context,2,todo,todo,ok,228.23483298998326,,027213fe0a6a0f1fb7576b6ff9f51ec427bcc605381f267b8b5c474cd0d6eeba
jev,choice,thread_context-05,thread_context,0,valuable,valuable,ok,230.74554197955877,,ed1bdc83303c98b548ea982c2e079d40d25749c73d54f7f4b3d5527036db19a0
jev,choice,thread_context-05,thread_context,1,valuable,valuable,ok,253.72066698037088,,ed1bdc83303c98b548ea982c2e079d40d25749c73d54f7f4b3d5527036db19a0
jev,choice,thread_context-05,thread_context,2,valuable,valuable,ok,274.83599999686703,,ed1bdc83303c98b548ea982c2e079d40d25749c73d54f7f4b3d5527036db19a0
jev,choice,thread_context-06,thread_context,0,valuable,valuable,ok,282.75758400559425,,66bc124a6e21ab04fbe4f803627016214b730d20a2e33dd85b0e05a689d4b183
jev,choice,thread_context-06,thread_context,1,valuable,valuable,ok,250.07700000423938,,66bc124a6e21ab04fbe4f803627016214b730d20a2e33dd85b0e05a689d4b183
jev,choice,thread_context-06,thread_context,2,valuable,valuable,ok,249.17324999114498,,66bc124a6e21ab04fbe4f803627016214b730d20a2e33dd85b0e05a689d4b183
jev,choice,thread_context-07,thread_context,0,noise,noise,ok,254.6654170146212,,09146244d91843c9414fc1c31b5b8bc68505d973a89f0f7cab6af0d24c65083b
jev,choice,thread_context-07,thread_context,1,noise,noise,ok,259.37045901082456,,09146244d91843c9414fc1c31b5b8bc68505d973a89f0f7cab6af0d24c65083b
jev,choice,thread_context-07,thread_context,2,noise,noise,ok,275.7066659978591,,09146244d91843c9414fc1c31b5b8bc68505d973a89f0f7cab6af0d24c65083b
jev,choice,thread_context-08,thread_context,0,noise,noise,ok,225.42933298973367,,b515078ad76126eafed1cf5c4f0532526f281e181717341ad61c727f878125c2
jev,choice,thread_context-08,thread_context,1,noise,noise,ok,232.72650002036244,,b515078ad76126eafed1cf5c4f0532526f281e181717341ad61c727f878125c2
jev,choice,thread_context-08,thread_context,2,noise,noise,ok,228.14829199342057,,b515078ad76126eafed1cf5c4f0532526f281e181717341ad61c727f878125c2
jev,choice,untrusted_content-01,untrusted_content,0,urgent,urgent,ok,217.32354204868898,,fdc15cd32c01c1404d4ce7461a73ef20677d5b98b86750072cc1db6a15c20b14
jev,choice,untrusted_content-01,untrusted_content,1,urgent,urgent,ok,279.716124990955,,fdc15cd32c01c1404d4ce7461a73ef20677d5b98b86750072cc1db6a15c20b14
jev,choice,untrusted_content-01,untrusted_content,2,urgent,urgent,ok,229.36070803552866,,fdc15cd32c01c1404d4ce7461a73ef20677d5b98b86750072cc1db6a15c20b14
jev,choice,untrusted_content-02,untrusted_content,0,urgent,urgent,ok,255.80062496010214,,6c32e9e70e88fbe1dff838a16ca196734bbc91974448f41895fab9c96daef1d8
jev,choice,untrusted_content-02,untrusted_content,1,urgent,urgent,ok,233.5256669903174,,6c32e9e70e88fbe1dff838a16ca196734bbc91974448f41895fab9c96daef1d8
jev,choice,untrusted_content-02,untrusted_content,2,urgent,urgent,ok,268.7886250205338,,6c32e9e70e88fbe1dff838a16ca196734bbc91974448f41895fab9c96daef1d8
jev,choice,untrusted_content-03,untrusted_content,0,todo,todo,ok,262.76537496596575,,beb041771f4f9893956fede6e811b23aeaa96253dd2ac167604bd0c97814d0e4
jev,choice,untrusted_content-03,untrusted_content,1,todo,todo,ok,231.0104169882834,,beb041771f4f9893956fede6e811b23aeaa96253dd2ac167604bd0c97814d0e4
jev,choice,untrusted_content-03,untrusted_content,2,todo,todo,ok,230.67437502322719,,beb041771f4f9893956fede6e811b23aeaa96253dd2ac167604bd0c97814d0e4
jev,choice,untrusted_content-04,untrusted_content,0,todo,todo,ok,244.27300004754215,,d8f5ad061976f6c8ef65bd53c6bd4d9aa9776ccbd941b602a7a3bb1ed878eb1a
jev,choice,untrusted_content-04,untrusted_content,1,todo,todo,ok,252.92287504998967,,d8f5ad061976f6c8ef65bd53c6bd4d9aa9776ccbd941b602a7a3bb1ed878eb1a
jev,choice,untrusted_content-04,untrusted_content,2,todo,todo,ok,254.59912500809878,,d8f5ad061976f6c8ef65bd53c6bd4d9aa9776ccbd941b602a7a3bb1ed878eb1a
jev,choice,untrusted_content-05,untrusted_content,0,valuable,valuable,ok,265.1236249948852,,1924a3d7b964c612717cbb65cc6c1a24299d83ac417708b3c99f41c8731ef4d0
jev,choice,untrusted_content-05,untrusted_content,1,valuable,valuable,ok,231.7851249827072,,1924a3d7b964c612717cbb65cc6c1a24299d83ac417708b3c99f41c8731ef4d0
jev,choice,untrusted_content-05,untrusted_content,2,valuable,valuable,ok,245.97145797451958,,1924a3d7b964c612717cbb65cc6c1a24299d83ac417708b3c99f41c8731ef4d0
jev,choice,untrusted_content-06,untrusted_content,0,valuable,valuable,ok,257.1042499621399,,64ad40d9c239861eb6313ad85442950cf5db56254e0332918bb7cb2e7efd4024
jev,choice,untrusted_content-06,untrusted_content,1,valuable,valuable,ok,276.7946249805391,,64ad40d9c239861eb6313ad85442950cf5db56254e0332918bb7cb2e7efd4024
jev,choice,untrusted_content-06,untrusted_content,2,valuable,valuable,ok,276.0845829616301,,64ad40d9c239861eb6313ad85442950cf5db56254e0332918bb7cb2e7efd4024
jev,choice,untrusted_content-07,untrusted_content,0,noise,noise,ok,281.33758396143094,,3ee570d78ce82e08a345ac9893d4c4950907b02f259a7e7ce24afae93fbaadd7
jev,choice,untrusted_content-07,untrusted_content,1,noise,noise,ok,254.48491697898135,,3ee570d78ce82e08a345ac9893d4c4950907b02f259a7e7ce24afae93fbaadd7
jev,choice,untrusted_content-07,untrusted_content,2,noise,noise,ok,252.5491249980405,,3ee570d78ce82e08a345ac9893d4c4950907b02f259a7e7ce24afae93fbaadd7
jev,choice,untrusted_content-08,untrusted_content,0,noise,noise,ok,286.07874998124316,,c31c68a4b0e686150d76d45b3acca03a6beb4868e8db69d6f420fac22411dfce
jev,choice,untrusted_content-08,untrusted_content,1,noise,noise,ok,259.1500830021687,,c31c68a4b0e686150d76d45b3acca03a6beb4868e8db69d6f420fac22411dfce
jev,choice,untrusted_content-08,untrusted_content,2,noise,noise,ok,223.47533301217481,,c31c68a4b0e686150d76d45b3acca03a6beb4868e8db69d6f420fac22411dfce
